Reporter,Partner,Date of Signature,Date of entry into force
Turkmenistan,Indonesia,2-Jun-94,---
Turkmenistan,"Iran, Islamic Republic of",23-Jan-96,29-Apr-04
Turkmenistan,Israel,24-May-95,18-Feb-97
Turkmenistan,Italy,25-Nov-09,---
Turkmenistan,Malaysia,30-May-94,---
Turkmenistan,Pakistan,26-Oct-94,---
Turkmenistan,Romania,16-Nov-94,29-Mar-96
Turkmenistan,Russian Federation,25-Mar-09,23-Aug-10
Turkmenistan,Slovakia,17-Nov-95,10-Mar-99
Turkmenistan,Spain,26-Oct-90,28-Nov-91
Turkmenistan,Switzerland,15-May-08,2-Apr-09
Turkmenistan,Turkey,2-May-92,13-Mar-97
Turkmenistan,Ukraine,29-Jan-98,---
Turkmenistan,United Arab Emirates,9-Jun-98,24-Nov-99
Turkmenistan,United Kingdom,9-Feb-95,9-Feb-95
Turkmenistan,Uzbekistan,16-Jan-96,2-Aug-96
Turkey,Afghanistan,10-Jul-04,19-Jul-05
Turkey,Albania,1-Jun-92,26-Dec-96
Turkey,Algeria,3-Jun-98,---
Turkey,Argentina,8-May-92,1-May-95
Turkey,Australia,16-Jun-05,29-Jun-09
Turkey,Austria,16-Sep-88,1-Jan-92
Turkey,Azerbaijan,25-Oct-11,---
Turkey,Bahrain,15-Feb-06,---
Turkey,Bangladesh,12-Apr-12,---
Turkey,Belarus,8-Aug-95,20-Feb-97
Turkey,Belgium and Luxembourg,27-Aug-86,4-May-90
Turkey,Bosnia and Herzegovina,21-Jan-98,10-Feb-09
Turkey,Bulgaria,6-Jul-94,22-Sep-97
Turkey,Cameroon,24-Apr-12,---
Turkey,Chile,21-Aug-98,---
Turkey,China,13-Nov-90,20-Aug-94
Turkey,Croatia,18-Feb-09,---
Turkey,Cuba,22-Dec-97,23-Oct-99
Turkey,Czech Republic,29-Apr-09,18-Mar-12
Turkey,Denmark,7-Feb-90,1-Aug-92
Turkey,Egypt,4-Oct-96,31-Jul-02
Turkey,Estonia,3-Jun-97,29-Apr-99
Turkey,Ethiopia,16-Nov-00,10-Mar-05
Turkey,Finland,13-May-93,23-Apr-95
Turkey,France,15-Jun-06,3-Aug-09
Turkey,Gabon,18-Jul-12,---
Turkey,Gambia,12-Mar-13,---
Turkey,Georgia,30-Jul-92,28-Jul-95
Turkey,Germany,20-Jun-62,5-Dec-65
Turkey,Greece,20-Jan-00,24-Nov-01
Turkey,Hungary,14-Jan-92,1-Nov-94
Turkey,India,17-Sep-98,18-Oct-07
Turkey,Indonesia,25-Feb-97,28-Sep-98
Turkey,"Iran, Islamic Republic of",21-Dec-96,13-Apr-05
Turkey,Israel,14-Mar-96,27-Aug-98
Turkey,Italy,22-Mar-95,2-Mar-04
Turkey,Japan,12-Feb-92,12-Mar-93
Turkey,Jordan,2-Aug-93,23-Jan-06
Turkey,Kazakhstan,1-May-92,10-Aug-95
Turkey,"Korea, Republic of",14-May-91,4-Jun-94
Turkey,Kuwait,27-May-10,---
Turkey,Kyrgyzstan,28-Apr-92,31-Oct-96
Turkey,Latvia,18-Feb-97,3-Mar-99
Turkey,Lebanon,12-May-04,4-Jan-06
Turkey,Libyan Arab Jamahiriya,25-Nov-09,---
Turkey,Lithuania,11-Jul-94,7-Jul-97
Turkey,"Macedonia, TFYR",14-Jul-95,27-Oct-97
Turkey,Malaysia,25-Feb-98,9-Sep-00
Turkey,Malta,10-Oct-03,6-Apr-04
Turkey,Mauritius,7-Feb-13,---
Turkey,"Moldova, Republic of",14-Feb-94,16-May-97
Turkey,Mongolia,16-Mar-98,22-May-00
Turkey,Morocco,8-Apr-97,30-May-04
Turkey,Netherlands,27-Mar-86,1-Nov-89
Turkey,Nigeria,2-Feb-11,---
Turkey,Oman,4-Feb-07,15-Mar-10
Turkey,Pakistan,22-May-12,---
Turkey,Philippines,22-Feb-99,17-Feb-06
Turkey,Poland,21-Aug-91,19-Aug-94
Turkey,Portugal,19-Feb-01,19-Jan-04
Turkey,Qatar,25-Dec-01,12-Feb-08
Turkey,Romania,3-Mar-08,8-Jul-10
Turkey,Russian Federation,15-Dec-97,17-May-00
Turkey,Saudi Arabia,8-Aug-06,20-Feb-09
Turkey,Senegal,15-Jun-10,---
Turkey,Serbia,2-Mar-01,10-Dec-03
Turkey,Singapore,19-Feb-08,27-Mar-10
Turkey,Slovakia,13-Oct-09,---
Turkey,Slovenia,23-Mar-04,19-Jun-06
Turkey,South Africa,23-Jun-00,---
Turkey,Spain,15-Feb-95,3-Mar-98
Turkey,Sudan,19-Dec-99,---
Turkey,Sweden,11-Apr-97,8-Oct-98
Turkey,Switzerland,3-Mar-88,21-Feb-90
Turkey,Syrian Arab Republic,6-Jan-04,3-Jan-06
Turkey,Tajikistan,6-May-96,24-Jul-98
Turkey,"Tanzania, United",11-Mar-11,---
Turkey,Thailand,24-Jun-05,21-Jul-10
Turkey,Tunisia,29-May-91,28-Apr-94
Turkey,Turkmenistan,2-May-92,13-Mar-97
Turkey,Ukraine,27-Nov-96,21-May-98
Turkey,United Arab Emirates,28-Sep-05,24-Jul-11
Turkey,United Kingdom,15-Mar-91,22-Oct-96
Turkey,United States,3-Dec-85,18-May-90
Turkey,Uzbekistan,28-Apr-92,18-May-95
Turkey,Yemen,7-Sep-00,31-Mar-11
Tunisia,Albania,30-Oct-93,---
Tunisia,Algeria,17-Feb-06,---
Tunisia,Argentina,17-Jun-92,23-Jan-95
Tunisia,Austria,1-Jun-95,1-Jan-97
Tunisia,Belgium and Luxembourg,8-Jan-97,18-Oct-02
Tunisia,Bulgaria,24-Nov-00,15-Oct-03
Tunisia,Burkina Faso,7-Jan-93,---
Tunisia,Chile,23-Oct-98,---
Tunisia,China,21-Jun-04,---
Tunisia,Congo,4-Oct-05,---
Tunisia,Côte d' Ivoire,16-May-95,---
Tunisia,Czech Republic,6-Jan-97,8-Jul-98
Tunisia,Denmark,28-Jun-96,11-Apr-97
Tunisia,Egypt,8-Dec-89,2-Jan-91
Tunisia,Ethiopia,14-Dec-00,14-Dec-00
Tunisia,Finland,4-Oct-01,4-Sep-03
Tunisia,France,20-Oct-97,10-Sep-99
Tunisia,Germany,20-Dec-63,6-Feb-66
Tunisia,Greece,31-Oct-92,21-Apr-95
Tunisia,Guinea,18-Nov-90,---
Tunisia,Hungary,13-May-03,---
Tunisia,Indonesia,13-May-92,12-Sep-92
Tunisia,"Iran, Islamic Republic of",23-Apr-01,27-Feb-03
Tunisia,Italy,17-Oct-85,24-Jun-89
Tunisia,Jordan,27-Apr-95,23-Nov-95
Tunisia,"Korea, Republic of",23-May-75,28-Nov-75
Tunisia,Kuwait,14-Sep-73,---
Tunisia,Lebanon,24-Jun-98,4-Jun-00
Tunisia,Libyan Arab Jamahiriya,19-Feb-05,---
Tunisia,Mali,1-Jul-86,---
Tunisia,Malta,26-Oct-00,12-May-02
Tunisia,Mauritania,11-Mar-86,---
Tunisia,Morocco,28-Jan-94,1-Apr-99
Tunisia,Netherlands,11-May-98,1-Aug-99
Tunisia,Niger,5-Jun-92,---
Tunisia,Oman,19-Oct-91,1-Mar-92
Tunisia,Pakistan,18-Apr-96,---
Tunisia,Poland,29-Mar-93,22-Sep-93
Tunisia,Portugal,28-Feb-02,10-Nov-06
Tunisia,Qatar,28-May-96,---
Tunisia,Romania,16-Oct-95,8-Aug-97
Tunisia,Senegal,17-May-84,---
Tunisia,South Africa,28-Feb-02,---
Tunisia,Spain,28-May-91,20-Jun-94
Tunisia,Sudan,8-Oct-03,---
Tunisia,Sweden,15-Sep-84,13-May-85
Tunisia,Switzerland,16-Oct-12,---
Tunisia,Syrian Arab Republic,23-Jan-01,12-Mar-03
Tunisia,Togo,13-Sep-87,---
Tunisia,Turkey,29-May-91,28-Apr-94
Tunisia,United Arab Emirates,10-Apr-96,24-Feb-97
Tunisia,United Kingdom,14-Mar-89,4-Jan-90
Tunisia,United States,15-May-90,7-Feb-93
Tunisia,Yemen,8-Mar-98,---
Trinidad and Tobago,Canada,11-Sep-95,8-Jul-96
Trinidad and Tobago,China,22-Jul-02,24-May-04
Trinidad and Tobago,Cuba,26-May-99,7-Jan-00
Trinidad and Tobago,France,28-Oct-93,16-May-96
Trinidad and Tobago,Germany,8-Sep-06,17-Apr-10
Trinidad and Tobago,India,12-Mar-07,7-Oct-07
Trinidad and Tobago,"Korea, Republic of",5-Nov-02,27-Nov-03
Trinidad and Tobago,Mexico,3-Oct-06,16-Sep-07
Trinidad and Tobago,Spain,3-Jul-99,17-Sep-04
Trinidad and Tobago,Switzerland,26-Oct-10,4-Jul-12
Trinidad and Tobago,United Kingdom,23-Jul-93,8-Oct-93
Trinidad and Tobago,United States,26-Sep-94,26-Dec-96
Tonga,United Kingdom,22-Oct-97,22-Oct-97
Togo,Belgium and Luxembourg,6-Jun-09,---
Togo,Germany,16-May-61,21-Dec-64
Togo,Switzerland,17-Jan-64,9-Aug-66
Togo,Tunisia,13-Sep-87,---
Timor-Leste,Germany,10-Aug-05,---
Timor-Leste,Portugal,20-May-02,7-Apr-04
Timor-Leste,Qatar,21-Jan-12,---
Thailand,Argentina,18-Feb-00,7-Mar-02
Thailand,Bahrain,21-May-02,17-Jul-02
Thailand,Bangladesh,9-Jun-02,12-Jan-03
Thailand,Belgium and Luxembourg,12-Jun-02,19-Sep-04
Thailand,Bulgaria,11-Sep-03,12-Aug-04
Thailand,Cambodia,29-Mar-95,16-Apr-97
Thailand,Canada,17-Jan-97,24-Sep-98
Thailand,China,12-Mar-85,13-Dec-85
Thailand,Croatia,18-Feb-00,10-Aug-05
Thailand,Czech Republic,12-Feb-94,4-May-95
Thailand,Egypt,18-Feb-00,27-Feb-02
Thailand,Finland,18-Mar-94,18-May-96
Thailand,Germany,24-Jun-02,20-Oct-04
Thailand,"Hong Kong, China",19-Nov-05,18-Apr-06
Thailand,Hungary,18-Oct-91,18-Oct-91
Thailand,India,10-Jul-00,13-Jul-01
Thailand,Indonesia,17-Feb-98,5-Nov-98
Thailand,Israel,18-Feb-00,28-Aug-03
Thailand,Jordan,15-Dec-05,---
Thailand,"Korea, DPR",1-Mar-02,24-May-02
Thailand,"Korea, Republic of",24-Mar-89,30-Sep-89
Thailand,Lao PDR,22-Aug-90,7-Dec-90
Thailand,Myanmar,14-Mar-08,---
Thailand,Netherlands,6-Jun-72,3-Mar-73
Thailand,Peru,15-Nov-91,15-Nov-91
Thailand,Philippines,30-Sep-95,6-Sep-96
Thailand,Poland,18-Dec-92,10-Aug-93
Thailand,Romania,30-Apr-93,20-Aug-94
Thailand,Russian Federation,17-Oct-02,---
Thailand,Slovenia,18-Feb-00,20-Oct-02
Thailand,Sri Lanka,3-Jan-96,14-May-96
Thailand,Sweden,18-Feb-00,23-Nov-00
Thailand,Switzerland,17-Nov-97,21-Jul-99
Thailand,Taiwan Province of China,30-Apr-96,30-Apr-96
Thailand,Tajikistan,9-Aug-05,---
Thailand,Turkey,24-Jun-05,21-Jul-10
Thailand,United Kingdom,28-Nov-78,11-Aug-79
Thailand,VietNam,30-Oct-91,7-Feb-92
Thailand,Zimbabwe,18-Feb-00,---
"Tanzania, UR",nited Republic Canada,17-May-13,---
"Tanzania, UR",Denmark,22-Apr-99,21-Oct-05
"Tanzania, UR",Egypt,30-Apr-97,---
"Tanzania, UR",Finland,19-Jun-01,30-Oct-02
"Tanzania, UR",Germany,30-Jan-65,12-Jul-68
"Tanzania, UR",Italy,21-Aug-01,25-Apr-03
"Tanzania, UR",Jordan,8-Oct-09,---
"Tanzania, UR","Korea, Republic of",18-Dec-98,---
"Tanzania, UR",Mauritius,4-May-09,---
"Tanzania, UR",Netherlands,31-Jul-01,1-Apr-04
"Tanzania, UR",Oman,16-Oct-12,---
"Tanzania, UR",South Africa,22-Sep-05,---
"Tanzania, UR",Sweden,1-Sep-99,1-Mar-02
"Tanzania, UR",Switzerland,8-Apr-04,6-Apr-06
"Tanzania, UR",Turkey,11-Mar-11,---
"Tanzania, UR",United Kingdom,7-Jan-94,2-Aug-96
"Tanzania, UR",Zimbabwe,3-Jul-03,---
Tajikistan,Algeria,12-Mar-08,---
Tajikistan,Armenia,2-Apr-02,---
Tajikistan,Austria,15-Dec-10,21-Dec-12
Tajikistan,Azerbaijan,17-Mar-07,26-Feb-08
Tajikistan,Belarus,3-Sep-98,25-Aug-99
Tajikistan,Belgium and Luxembourg,12-Feb-09,---
Tajikistan,China,9-Mar-93,20-Jan-94
Tajikistan,Czech Republic,11-Feb-94,6-Dec-95
Tajikistan,France,1-Jan-02,24-Aug-04
Tajikistan,Germany,27-Mar-03,25-May-06
Tajikistan,India,13-Dec-95,14-Nov-03
Tajikistan,Indonesia,28-Oct-03,---
Tajikistan,"Iran, Islamic Republic of",18-Jul-95,3-Nov-04
Tajikistan,"Korea, Republic of",14-Jul-95,13-Aug-95
Tajikistan,Kuwait,18-Apr-95,12-Jun-98
Tajikistan,Kyrgyzstan,19-Jan-00,---
Tajikistan,Lithuania,12-Feb-09,---
Tajikistan,"Moldova, Republic of",5-Nov-02,20-Oct-03
Tajikistan,Mongolia,20-Mar-09,16-Sep-09
Tajikistan,Netherlands,24-Jul-02,1-Apr-04
Tajikistan,Pakistan,13-May-04,---
Tajikistan,Qatar,6-May-07,---
Tajikistan,Russian Federation,16-Apr-98,---
Tajikistan,Slovakia,14-Feb-94,12-Mar-96
Tajikistan,Spain,26-Oct-90,28-Nov-91
Tajikistan,Switzerland,11-Jun-09,---
Tajikistan,Syrian Arab Republic,10-Feb-07,---
Tajikistan,Thailand,9-Aug-05,---
Tajikistan,Turkey,6-May-96,24-Jul-98
Tajikistan,Ukraine,6-Jul-01,---
Tajikistan,United Arab Emirates,17-Dec-95,---
Tajikistan,VietNam,19-Jan-99,---
Taiwan Province of China,Belize,16-Jan-99,---
Taiwan Province of China,Costa Rica,25-Mar-99,8-Oct-04
Taiwan Province of China,Dominican Republic,5-Nov-99,27-Nov-01
Taiwan Province of China,El Salvador,30-Aug-96,25-Feb-97
Taiwan Province of China,Gambia,8-Jun-10,---
Taiwan Province of China,Guatemala,2-Nov-99,1-Dec-01
Taiwan Province of China,Honduras,26-Feb-96,---
Taiwan Province of China,India,17-Oct-02,28-Nov-02
Taiwan Province of China,"Macedonia, TFYR",9-Jun-99,9-Jun-99
Taiwan Province of China,Malawi,22-Apr-95,---
Taiwan Province of China,Malaysia,18-Feb-93,18-Mar-93
Taiwan Province of China,Nicaragua,29-Jul-92,8-Jan-93
Taiwan Province of China,Nigeria,7-Apr-94,7-Apr-94
Taiwan Province of China,Panama,26-Mar-92,14-Jul-92
Taiwan Province of China,Paraguay,6-Apr-92,11-Sep-92
Taiwan Province of China,Philippines,28-Feb-92,28-Feb-92
Taiwan Province of China,Saint Vincent and the Grenadines,17-Dec-09,1-Feb-10
Taiwan Province of China,Saudi Arabia,31-Oct-00,---
Taiwan Province of China,Senegal,24-Oct-97,---
Taiwan Province of China,Singapore,9-Apr-90,9-Apr-90
Taiwan Province of China,Swaziland,3-Mar-98,---
Taiwan Province of China,Thailand,30-Apr-96,30-Apr-96
Taiwan Province of China,VietNam,21-Apr-93,23-Apr-93
Syrian Arab Republic,Algeria,14-Sep-97,---
Syrian Arab Republic,Armenia,17-Jun-09,4-Jan-10
Syrian Arab Republic,Azerbaijan,8-Jul-09,4-Jan-10
Syrian Arab Republic,Bahrain,20-Sep-00,18-Dec-01
Syrian Arab Republic,Belarus,11-Mar-98,1-Oct-98
Syrian Arab Republic,Bulgaria,21-May-00,10-Nov-01
Syrian Arab Republic,China,9-Dec-96,1-Nov-01
Syrian Arab Republic,Cyprus,10-Jun-07,30-Dec-07
Syrian Arab Republic,Czech Republic,21-Nov-08,14-Jul-09
Syrian Arab Republic,Egypt,28-Apr-97,5-Oct-98
Syrian Arab Republic,France,12-May-09,---
Syrian Arab Republic,Germany,2-Aug-77,20-Apr-80
Syrian Arab Republic,Greece,23-Feb-03,27-Feb-04
Syrian Arab Republic,India,18-Jun-08,22-Jan-09
Syrian Arab Republic,Indonesia,27-Jun-97,20-Feb-00
Syrian Arab Republic,"Iran, Islamic Republic of",5-Feb-98,16-Nov-05
Syrian Arab Republic,Iraq,29-Aug-02,---
Syrian Arab Republic,Italy,20-Feb-02,13-Nov-03
Syrian Arab Republic,Jordan,8-Oct-01,11-May-02
Syrian Arab Republic,"Korea, DPR",14-May-06,---
Syrian Arab Republic,Kuwait,16-Aug-01,23-Mar-04
Syrian Arab Republic,Lebanon,18-Jul-10,---
Syrian Arab Republic,Libyan Arab Jamahiriya,8-Feb-93,7-Oct-95
Syrian Arab Republic,Malaysia,7-Jan-09,3-May-09
Syrian Arab Republic,Morocco,23-Oct-01,29-Mar-03
Syrian Arab Republic,Oman,14-Sep-05,---
Syrian Arab Republic,Pakistan,25-Apr-96,4-Nov-97
Syrian Arab Republic,Qatar,24-Oct-03,---
Syrian Arab Republic,Romania,24-Jun-08,26-Jul-09
Syrian Arab Republic,Russian Federation,27-Jan-05,13-Jul-07
Syrian Arab Republic,Senegal,14-Nov-75,---
Syrian Arab Republic,Slovakia,18-Feb-09,9-Dec-09
Syrian Arab Republic,Spain,20-Oct-03,14-Dec-04
Syrian Arab Republic,Sudan,7-Jan-00,1-Sep-01
Syrian Arab Republic,Switzerland,9-May-07,1-Jul-08
Syrian Arab Republic,Tajikistan,10-Feb-07,---
Syrian Arab Republic,Tunisia,23-Jan-01,12-Mar-03
Syrian Arab Republic,Turkey,6-Jan-04,3-Jan-06
Syrian Arab Republic,Ukraine,21-Apr-02,---
Syrian Arab Republic,United Arab Emirates,26-Nov-97,10-Jan-01
Syrian Arab Republic,Yemen,9-Oct-96,22-Jul-05
Switzerland,Albania,22-Sep-92,30-Apr-93
Switzerland,Algeria,30-Nov-04,15-Aug-05
Switzerland,Argentina,12-Apr-91,6-Nov-92
Switzerland,Armenia,19-Nov-98,4-Nov-02
Switzerland,Azerbaijan,23-Feb-06,---
Switzerland,Bangladesh,14-Oct-00,3-Sep-01
Switzerland,Barbados,29-Mar-95,22-Dec-95
Switzerland,Belarus,28-May-93,13-Jul-94
Switzerland,Benin,20-Apr-66,6-Oct-73
Switzerland,Bolivia,6-Nov-87,13-May-91
Switzerland,Bosnia and Herzegovina,5-Sep-03,21-May-05
Switzerland,Botswana,26-Jun-98,13-Apr-00
Switzerland,Brazil,11-Nov-94,---
Switzerland,Bulgaria,28-Oct-91,26-Oct-93
Switzerland,Burkina Faso,6-May-69,15-Sep-69
Switzerland,Cambodia,12-Oct-96,28-Mar-00
Switzerland,Cameroon,28-Jan-63,6-Apr-64
Switzerland,Cape Verde,28-Oct-91,6-May-92
Switzerland,Central African Republic,28-Feb-73,4-Jul-73
Switzerland,Chad,21-Feb-67,31-Oct-67
Switzerland,Chile,24-Sep-99,2-May-02
Switzerland,China,27-Jan-09,13-Apr-10
Switzerland,Colombia,17-May-06,6-Oct-09
Switzerland,Congo,18-Oct-62,11-Jul-64
Switzerland,"Congo, DR",10-Mar-72,10-May-73
Switzerland,Costa Rica,1-Aug-00,19-Nov-02
Switzerland,Côte d' Ivoire,26-Jun-62,18-Nov-62
Switzerland,Croatia,30-Oct-96,17-Jun-97
Switzerland,Cuba,28-Jun-96,7-Nov-97
Switzerland,Czech Republic,5-Oct-90,7-Aug-91
Switzerland,Djibouti,4-Feb-01,10-Jun-01
Switzerland,Dominican Republic,27-Aug-04,30-May-06
Switzerland,Ecuador,2-May-68,9-Nov-69
Switzerland,Egypt,7-Jun-10,15-May-12
Switzerland,El Salvador,8-Dec-94,16-Sep-96
Switzerland,Estonia,21-Dec-92,18-Aug-93
Switzerland,Ethiopia,26-Jun-98,7-Dec-98
Switzerland,Gabon,28-Jan-72,18-Oct-72
Switzerland,Gambia,22-Nov-93,30-Mar-94
Switzerland,Ghana,8-Oct-91,16-Jun-93
Switzerland,Guatemala,9-Sep-02,3-May-05
Switzerland,Guinea,26-Apr-62,29-Jul-63
Switzerland,Guyana,13-Dec-05,---
Switzerland,Honduras,14-Oct-93,31-Aug-94
Switzerland,"Hong Kong, China",22-Sep-94,22-Oct-94
Switzerland,Hungary,5-Oct-88,16-May-89
Switzerland,India,4-Apr-97,16-Feb-00
Switzerland,Indonesia,6-Jun-74,9-Apr-76
Switzerland,"Iran, Islamic Republic of",8-Mar-98,1-Nov-01
Switzerland,Jamaica,11-Dec-90,21-Nov-91
Switzerland,Jordan,25-Feb-01,11-Dec-01
Switzerland,Kazakhstan,12-May-94,13-May-98
Switzerland,Kenya,14-Nov-06,10-Jul-09
Switzerland,"Korea, DPR",14-Dec-98,15-Nov-00
Switzerland,"Korea, Republic of",15-Dec-05,1-Sep-06
Switzerland,Kuwait,31-Oct-98,17-Dec-00
Switzerland,Kyrgyzstan,29-Jan-99,17-Apr-03
Switzerland,Lao PDR,4-Dec-96,4-Dec-96
Switzerland,Latvia,22-Dec-92,16-Apr-93
Switzerland,Lebanon,3-Mar-00,20-Apr-01
Switzerland,Lesotho,16-Jun-04,7-May-10
Switzerland,Liberia,23-Jul-63,22-Sep-64
Switzerland,Libyan Arab Jamahiriya,8-Dec-03,28-Apr-04
Switzerland,Lithuania,23-Dec-92,13-May-93
Switzerland,"Macedonia, TFYR",26-Sep-96,6-May-97
Switzerland,Madagascar,19-Nov-08,---
Switzerland,Malaysia,1-Mar-78,9-Jun-78
Switzerland,Mali,8-Mar-78,8-Dec-78
Switzerland,Mauritania,9-Sep-76,30-May-78
Switzerland,Mauritius,26-Nov-98,21-Apr-00
Switzerland,Mexico,10-Jul-95,14-Mar-96
Switzerland,"Moldova, Republic of",30-Nov-95,29-Nov-96
Switzerland,Mongolia,29-Jan-97,9-Sep-99
Switzerland,Montenegro,7-Dec-05,11-Jul-07
Switzerland,Morocco,17-Dec-85,12-Apr-91
Switzerland,Mozambique,29-Nov-02,17-Feb-04
Switzerland,Namibia,1-Aug-94,26-Apr-00
Switzerland,Nicaragua,30-Nov-98,2-May-00
Switzerland,Niger,28-Mar-62,17-Nov-62
Switzerland,Nigeria,30-Nov-01,1-Apr-03
Switzerland,Oman,17-Aug-04,18-Jan-05
Switzerland,Pakistan,11-Jul-95,6-May-96
Switzerland,Panama,19-Oct-83,22-Aug-85
Switzerland,Paraguay,31-Jan-92,28-Sep-92
Switzerland,Peru,22-Nov-91,23-Nov-93
Switzerland,Philippines,31-Mar-97,23-Apr-99
Switzerland,Poland,8-Nov-89,18-Apr-90
Switzerland,Qatar,12-Nov-01,15-Jul-04
Switzerland,Romania,25-Oct-93,30-Jul-94
Switzerland,Russian Federation,1-Dec-90,26-Aug-91
Switzerland,Rwanda,15-Oct-63,15-Oct-63
Switzerland,Saudi Arabia,1-Apr-06,9-Aug-08
Switzerland,Senegal,16-Aug-62,13-Aug-64
Switzerland,Serbia,7-Dec-05,20-Jul-11
Switzerland,Singapore,6-Mar-78,3-May-78
Switzerland,Slovakia,5-Oct-90,7-Aug-91
Switzerland,Slovenia,9-Nov-95,20-Mar-97
Switzerland,South Africa,27-Jun-95,29-Nov-97
Switzerland,Sri Lanka,23-Sep-81,12-Feb-82
Switzerland,Sudan,24-Oct-02,---
Switzerland,Syrian Arab Republic,9-May-07,1-Jul-08
Switzerland,Tajikistan,11-Jun-09,---
Switzerland,"Tanzania, United Republic",8-Apr-04,6-Apr-06
Switzerland,Thailand,17-Nov-97,21-Jul-99
Switzerland,Togo,17-Jan-64,9-Aug-66
Switzerland,Trinidad and Tobago,26-Oct-10,4-Jul-12
Switzerland,Tunisia,16-Oct-12,---
Switzerland,Turkey,3-Mar-88,21-Feb-90
Switzerland,Turkmenistan,15-May-08,2-Apr-09
Switzerland,Uganda,23-Aug-71,8-May-72
Switzerland,Ukraine,20-Apr-95,21-Jan-97
Switzerland,United Arab Emirates,3-Nov-98,16-Aug-99
Switzerland,Uruguay,7-Oct-88,22-Apr-91
Switzerland,Uzbekistan,16-Apr-93,5-Nov-93
Switzerland,Venezuela,18-Nov-93,30-Nov-94
Switzerland,VietNam,3-Jul-92,3-Dec-92
Switzerland,Zambia,3-Aug-94,7-Mar-95
Switzerland,Zimbabwe,15-Aug-96,9-Feb-01
Sweden,Albania,31-Mar-95,1-Apr-96
Sweden,Algeria,15-Feb-03,1-Apr-05
Sweden,Argentina,22-Nov-91,28-Sep-92
Sweden,Armenia,8-Feb-06,1-May-08
Sweden,Belarus,20-Dec-94,1-Nov-96
Sweden,Bosnia and Herzegovina,31-Oct-00,1-Jan-02
Sweden,Bulgaria,19-Apr-94,1-Apr-95
Sweden,Chile,24-May-93,30-Dec-95
Sweden,China,27-Sep-04,27-Sep-04
Sweden,Côte d' Ivoire,27-Aug-65,3-Nov-66
Sweden,Croatia,23-Nov-00,1-Aug-02
Sweden,Czech Republic,13-Nov-90,23-Sep-91
Sweden,Ecuador,31-May-01,1-Mar-02
Sweden,Egypt,15-Jul-78,29-Jan-79
Sweden,Estonia,31-Mar-92,20-May-92
Sweden,Ethiopia,10-Dec-04,1-Oct-05
Sweden,Georgia,30-Oct-08,1-Apr-09
Sweden,Guatemala,12-Feb-04,1-Jul-05
Sweden,"Hong Kong, China",27-May-94,26-Jun-94
Sweden,Hungary,21-Apr-87,21-Apr-87
Sweden,India,4-Jul-00,1-Apr-01
Sweden,Indonesia,17-Sep-92,18-Feb-93
Sweden,"Iran, Islamic Republic of",5-Dec-05,1-Feb-08
Sweden,Kazakhstan,25-Oct-04,1-Aug-06
Sweden,"Korea, Republic of",30-Aug-95,18-Jun-97
Sweden,Kuwait,7-Nov-99,10-May-02
Sweden,Kyrgyzstan,8-Mar-02,1-Apr-03
Sweden,Lao PDR,29-Aug-96,1-Jan-97
Sweden,Latvia,10-Mar-92,6-Nov-92
Sweden,Lebanon,15-Jun-01,2-Nov-01
Sweden,Lithuania,17-Mar-92,1-Sep-92
Sweden,"Macedonia, TFYR",7-May-98,1-Oct-98
Sweden,Madagascar,2-Apr-66,23-Jun-67
Sweden,Malaysia,3-Mar-79,6-Jul-79
Sweden,Malta,24-Aug-99,1-Jan-00
Sweden,Mauritius,23-Feb-04,1-Jun-05
Sweden,Mexico,3-Oct-00,1-Jul-01
Sweden,Mongolia,20-Oct-03,1-Jun-04
Sweden,Morocco,26-Sep-90,16-Jun-08
Sweden,Mozambique,23-Oct-01,1-Nov-07
Sweden,Nicaragua,27-May-99,---
Sweden,Nigeria,18-Apr-02,1-Dec-06
Sweden,Oman,13-Jul-95,6-Jun-96
Sweden,Pakistan,12-Mar-81,14-Jun-81
Sweden,Panama,15-Jan-08,1-Sep-08
Sweden,Peru,3-May-94,1-Aug-94
Sweden,Philippines,17-Aug-99,---
Sweden,Poland,13-Oct-89,4-Jan-90
Sweden,Romania,29-May-02,1-Apr-03
Sweden,Russian Federation,19-Apr-95,7-Jun-96
Sweden,Saudi Arabia,11-Mar-08,1-Oct-09
Sweden,Senegal,24-Feb-67,23-Feb-68
Sweden,Serbia,10-Nov-78,21-Nov-79
Sweden,Slovakia,13-Nov-90,25-Nov-91
Sweden,Slovenia,5-Oct-99,12-May-01
Sweden,South Africa,25-May-98,1-Jan-99
Sweden,Sri Lanka,30-Apr-82,30-Apr-82
Sweden,"Tanzania, United Republic",1-Sep-99,1-Mar-02
Sweden,Thailand,18-Feb-00,23-Nov-00
Sweden,Tunisia,15-Sep-84,13-May-85
Sweden,Turkey,11-Apr-97,8-Oct-98
Sweden,Ukraine,15-Aug-95,1-Mar-97
Sweden,United Arab Emirates,10-Nov-99,6-May-00
Sweden,Uruguay,17-Jun-97,1-Dec-99
Sweden,Uzbekistan,29-May-01,1-Oct-01
Sweden,Venezuela,25-Nov-96,5-Jan-98
Sweden,VietNam,8-Sep-93,2-Aug-94
Sweden,Yemen,29-Oct-83,23-Feb-84
Sweden,Zimbabwe,6-Oct-97,---
Swaziland,Egypt,18-Jul-00,---
Swaziland,Germany,5-Apr-90,7-Aug-95
